SKU,Proveedor,Nombre Producto
PANSMG3980,Samsung,"Samsung Q60A QN55Q60AAF 139.7 cm (55"") 4K Ultra HD Smart TV Wifi Gris, Titanio"
PANSMG3960,Samsung,"Samsung AU7000 177.8 cm (70"") 4K Ultra HD Smart TV Wifi Gris"
PANSMG3970,Samsung,"Samsung Series 8 UN85AU8000F 2.16 m (85"") 4K Ultra HD Smart TV Wifi Negro"
ACCXRX1660,Xerox,XEROX 097S04954 GABINETE BAJO - 
SCAXRX420,Xerox,"Escáner  XEROX 6480.DM0D68 - ADF, 11.000 páginas"
SCAEPS750,Epson,Epson WorkForce B11B252201 escáner Escáner alimentado con hojas 600 x 600 DPI A4 Negro
SCAEPS740,Epson,Epson WorkForce B11B255201 escáner Escáner alimentado con hojas 600 x 600 DPI A3 Blanco
SCAEPS720,Epson,Epson WorkForce B11B258201 escáner Escáner con alimentador automático de documentos (ADF) 600 x 600 DPI A4 Negro
PANSMG3990,Samsung,"Samsung Series 8 UN50AU8000F 127 cm (50"") 4K Ultra HD Smart TV Wifi Negro"
PANSMG4000,Samsung,"Samsung Q60A QN65Q60AAF 165.1 cm (65"") 4K Ultra HD Smart TV Wifi Gris, Titanio"
PLOEPS210,Epson,Epson SureColor T3170x impresora de gran formato Inyeccion de tinta Color 2400 x 1200 DPI A1 (594 x 841 mm)
SCAEPS670,Epson,"Epson WorkForce B11B251201 escáner Escáner alimentado con hojas 600 x 600 DPI A4 Gris, Blanco"
SCAEPS680,Epson,"Epson WorkForce B11B250201 escáner Escáner alimentado con hojas 600 x 600 DPI A3 Negro, Blanco"
SCAEPS640,Epson,"Epson B11B227201 escáner Escáner alimentado con hojas 600 x 600 DPI A4 Negro, Blanco"
APLHPD600,HP,"HP Soporte de impresora DesignJet T200/T600 de 24"", Piso, Negro, DesignJet T200/T600, 770 mm, 940 mm, 650 mm"
PANSMG4060,Samsung,"Samsung Series 9 UN65AU9000F 165.1 cm (65"") 4K Ultra HD Smart TV Wifi Negro"
PANSMG4070,Samsung,"Samsung Series 9 UN75AU9000F 190.5 cm (75"") 4K Ultra HD Smart TV Wifi Negro"
PANSMG4030,Samsung,"TV SMG 4K LED 55 SMART SAMSUNG UN55AU8000FXZX - 55 pulgadas, 3840 x 2160 Pixeles"
CPUHPI1470,HP,HP ProDesk 400 G7 Intel Core i3 i3-10100 4 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 10 Pro SFF PC Negro
PANSMG4040,Samsung,"Samsung Series 8 UN65AU8000F 165.1 cm (65"") 4K Ultra HD Smart TV Wifi Negro"
PANSMG4080,Samsung,"Pantalla FRAME 5 SAMSUNG QN50LS03AAFXZX - 50 pulgadas, 3840 x 2160 Pixeles"
PANSMG4090,Samsung,"Pantalla FRAME  SAMSUNG QN55LS03AAFXZX - 55 pulgadas, 3840 x 2160 Pixeles"
PANSMG4100,Samsung,"Pantalla FRAME  SAMSUNG QN65LS03AAFXZX - 65 pulgadas, 3840 x 2160 Pixeles"
CPUHPI1520,HP,HP ProDesk 400 G6 Intel Core i5 i5-10500T 8 GB DDR4-SDRAM 512 GB SSD Windows 10 Pro Mini PC Negro
SCAEPS760,Epson,Epson WorkForce B11B261201 escáner Escáner con alimentador automático de documentos (ADF) 600 x 600 DPI A4 Negro
DDUHPO270,HP,"Unidad de Estado Solido (SSD) HP S650 - 120 GB, SATA 3, 2.5 pulgadas"
DDUHPO280,HP,"Unidad de Estado Solido (SSD) HP S650 - 240 GB, SATA 3, 2.5 pulgadas"
DDUHPO260,HP,HP SSD 240GB S600
DDUHPO290,HP,"HP S650 480 GB 2.5"" Serial ATA III"
DDUHPO300,HP,"HP S650 960 GB 2.5"" Serial ATA III"
DDUHPO310,HP,"HP S650 1.92 TB 2.5"" Serial ATA III"
CPUDEL3680,DELL,"Pc de Escritorio DELL Vostro Desktop 3681 - Intel Core, i3-10105, 4 GB, DDR4 1 Año de Garantía"
BIZSMG060,Samsung,"Samsung BE32T-B 81.3 cm (32"") HD Smart TV Wifi Negro"
SCAXRX470,Xerox,"Escáner  XEROX Documate D35 - ADF, 8000 páginas"
ACCSMG720,Samsung,"Soporte Portátil con Ruedas SAMSUNG STN-WM55RXZA - 34.5 Kg, Monitor"
ACCMST4450,Perfect Choice,Base para Laptop y/o Tableta Plegable  PERFECT CHOICE PC-082781 - Negro
DDUHPO340,HP,HP EX950 1 TB M.2 PCI Express 3.1 NVMe
DDUHPO330,HP,HP EX900 500 GB M.2 PCI Express 3.0 3D TLC NAND
DDUHPO320,HP,HP EX900 250 GB M.2 PCI Express 3.0 NVMe 3D TLC NAND
CPUHPI1540,HP,HP 280 G5 Intel Core i3 i3-10105 4 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 10 Pro SFF PC Negro
CPUHPI1560,HP,HP 280 G5 Intel Core i5 i5-10505 8 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 10 Pro SFF PC Negro
CPUHPI1570,HP,HP 280 G5 Intel Core i7 i7-10700 8 GB DDR4-SDRAM 1 TB Unidad de disco duro Windows 10 Pro SFF PC Negro
PANSMG4110,Samsung,"Pantalla  SAMSUNG UN60AU7000FXZX - 60 pulgadas, UHD Smart 4K, 3840 x 2160 Pixeles, Tizen"
PANSMG4120,Samsung,"TV SAMSUNG UN32T4310AFXZX - 32 Pulgadas, HD Smart, 1366 x 760 pixeles, Tizen"
MONSMG1580,Samsung,"Samsung LC24RG50FZLXZX monitor de computadora 61 cm (24"") 1920 x 1080 Pixeles Negro"
SCACNN560,Canon,Canon imageFORMULA CR-120 600 x 600 DPI
NBKAPC2280,APC,APC SMV3000CA sistema de alimentacion ininterrumpida (UPS) Línea interactiva 3 kVA 2100 W 7 salidas AC
NBKAPC2270,APC,APC SMV2000CA sistema de alimentacion ininterrumpida (UPS) Línea interactiva 2 kVA 1400 W
NBKAPC2260,APC,APC SMV1500A sistema de alimentacion ininterrumpida (UPS) Doble conversion (en línea) 1.5 kVA 1050 W
NBKAPC2250,APC,APC SMV1000A sistema de alimentacion ininterrumpida (UPS) Línea interactiva 1 kVA 700 W 6 salidas AC
NBKAPC2240,APC,APC SMV750A sistema de alimentacion ininterrumpida (UPS) 0.75 kVA 525 W
NBKKBZ400,Koblenz,"No Break Koblenz 7522-USB  KOBLENZ 7522-USB - 750 VA, 420 W, Negro, Hogar y Oficina"
REGKBZ240,Koblenz,"Regulador KOBLENZ 00-1596-00-6 - 2000 VA, 1500 W"
REGKBZ230,Koblenz,"Regulador KOBLENZ 00-1599-00-0 - Negro, 1410 VA, 700 W"
KITTCH340,Techzone,"Mochila y Audifonos TECHZONE TZ18TLBP24 - 15.6 pulgadas, Mochila"
DDUDAT1350,Adata,"ADATA HD330 disco duro externo 1 TB 2.5"" Micro-USB B 3.2 Gen 1 (3.1 Gen 1) Rojo"
DDUDAT1340,Adata,"SSD ADATA ASWORDFISH-1T-C - 1 TB, PCIe"
MEMDAT5350,Adata,"ADATA UV128 unidad flash USB 256 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Negro, Azul"
NBKCYP1290,CyberPower,CyberPower OR1000PFCRT2U sistema de alimentacion ininterrumpida (UPS) Línea interactiva 1 kVA 700 W 8 salidas AC
ACCRBT6290,Brobotix,BASE DE ESCRITORIO PARA LECTOR DE CÓDIGO DE BARRAS (183085) - Brobotix.
ACCGDM100,Grandstream,"Diadema  Grandstream GUV3000 - Diadema, Negro"
NBKKBZ410,Koblenz,"No Break  KOBLENZ 5516 USB/R - 550 VA, 330 W"
MOUVGO480,Vorago,"Mouse Alámbrico VORAGO MO-100 - Negro, Alámbrico, Óptico, 1200 DPI"
ACCVGO2090,Vorago,"Vorago BP-401 mochila Negro Espuma de etil vinil acetato (EVA), Poliéster"
BOCVGO1340,Vorago,Audífonos VORAGO ESB-600 PLUS - Negro
BOCVGO1330,Vorago,Vorago BSP-250 altavoz portátil y para fiesta Altavoz portátil mono Negro 8 W
PANHSE810,Hisense,"Hisense 40H5G Televisor 101.6 cm (40"") Full HD Smart TV Negro"
CAMTCH030,Techzone,Cámara Web TechZone TZCAMPC01 USB - Negro
TECBLR030,Balam Rush,"Teclado Gaming Balam Rush BR-929653 - USB, Aluminio"
MOUSTY050,Stylos,Mouse inalámbrico Stylos STPMOI5B. Diseño ergonómico. - 
LENSYS050,Xzeal,"Lentes Gamer  Xzeal XZAGG50B - Negro, Gamer"
LENSYS060,Xzeal,Lentes Gamer XZ500 Azul Xzeal XZAGG50A. - 
BATDAT340,Adata,ADATA P20000D Ion de litio 20000 mAh Azul
MEMKGN2180,Kingston,"Memoria USB Kingston Technology DTX/32GB - Negro, 32 GB"
MEMKGN2190,Kingston,"Kingston Technology DataTraveler Exodia unidad flash USB 64 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Negro, Turquesa"
MEMKGN2200,Kingston,"Kingston Technology DataTraveler Exodia unidad flash USB 128 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Negro, Amarillo"
MEMKGN2210,Kingston,"Kingston Technology DataTraveler Exodia unidad flash USB 256 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Negro, Rosa"
ACCVGO2010,Vorago,Vorago LASP-400 apuntador inalámbrico RF Negro
NBKTRL2590,Tripp-Lite,"Tripp Lite VS900T UPS Interactivo de 900VA 480W con 6 Tomacorrientes - AVR, Serie VS, 120V, 50Hz / 60Hz, Torre"
REGTRL880,Tripp-Lite,"Tripp Lite TLP664USBB Supresor de Sobretensiones con 6 Tomacorrientes con 4 Puertos USB (4.2A Compartidos), Cable de 1.83 m [6 pies], 900 Joules, Negr"
REGTRL780,Tripp-Lite,"Tripp Lite TLP310USBC Supresor de Sobretensiones Protect It! con 3 Tomacorrientes con Abrazadera de Escritorio Cable de 3.05 m [10 pies], 510 Joules, "
CABRBT2780,Brobotix,"Cable HDMI V2.0 - 3.0 m, 2-4K, HDMI/HDMI, Macho/Macho, Negro. BROBOTIX 963493"
CABTRL3870,Tripp-Lite,"Tripp Lite P002-001-10A Cable de Alimentacion de CA para Computadora NEMA 5-15R a C14 - 10A, 125V, 18 AWG, 30.5 cm [1 pie], Negro"
CABTRL3860,Tripp-Lite,"Tripp Lite P582-006-V2 Cable Adaptador DisplayPort 1.2 a HDMI, DP con Broches a HDMI (M/M), UHD 4K, 1.83 m [6 pies]"
CABTRL3850,Tripp-Lite,"Tripp Lite P005-010 Cable de Alimentacion para Servicio Pesado para PDU, C13 a C14 - 15A, 250V, 14 AWG, 3.05 m [10 pies], Negro"
CABTRL2360,Tripp-Lite,"Tripp Lite P004-006 Cable de Alimentacion para PDU, C13 a C14 - 10A, 250V, 18 AWG, 1.83 m [6 pies], Negro"
CABTRL1430,Tripp-Lite,"Tripp Lite P014-006 Cable Adaptador de Alimentacion para Laptop, Adaptador C14 a C5 - 7A, 250V, 18 AWG, 1.83 m [6 pies], Negro"
ACCTRL5070,Tripp-Lite,Soporte Tripp Lite Rodante de Escritorio para TV o Monitor – Altura Ajustable WWSSRC - 
ACCTRL5060,Tripp-Lite,Soporte Rodante Tripp Lite para TV o Monitor – para TVs y monitores de 37 a 70 pulgadas - 
ACCTRL5040,Tripp-Lite,"Tripp Lite U460-004-4AB-C Hub de 4 puertos USB-C, USB 3.x (5 Gbps), 4x Puertos USB-A, Carga PD 60 W, Negro"
ACCTRL5020,Tripp-Lite,"Tripp Lite P137-06N-HV-V2W Adaptador Convertidor de Video Keyspan Mini DisplayPort a VGA/HDMI Todo en Uno, 4K 30Hz HDMI, DP1.2, Blanco, 152 mm [6""]"
ACCTRL5010,Tripp-Lite,"Adaptador DisplayPort  TRIPP-LITE  P136-06N-HV-V2 - DisplayPort, VGA/HDM, Negro"
ACCTRL4800,Tripp-Lite,"Tripp Lite U280-Q01FL-BK Base de Carga Rápida Inalámbrica de 10 Watts, Negro"
CAMRBT010,Brobotix,"Cámara WEB BROBOTIX 2MP FULL HD 1920 x 1080 - 30 FPS, C/MicrófoYES, USB, Negro"
ACCCIS750,CISCO,Kit de módulo de apilamiento Cisco C9200-STACK-KIT= - contiene dos adaptadores de pila de datos y un cable de pila de datos
ACCTRL4110,Tripp-Lite,Tripp Lite SRCOOL7KDUCT Juego de Ducto de Descarga SmartRack para SRCOOL7KRM
ACCTRL3720,Tripp-Lite,"Tripp Lite U280-010-ST Estacion de Carga USB con 10 Puertos con Almacenamiento Ajustable, Salida del Cargador USB 12V 8A (96W)"
ACCTRL3560,Tripp-Lite,"Tripp Lite U280-007-CQC-ST Estacion de Carga USB de 7 Puertos con Quick Charge 3.0, Puerto USB-C, Almacenamiento de Dispositivo, Salida de Carga USB 5"
SILBLR030,Balam Rush,Silla BALAM RUSH GAMER Vinipiel Reclinable 90-180 Piston Clase 4 Reposabrazos 2D RGB LIGHTNING RUSH - 
TLCSTY460,Stylos,Tablet 3G 10.0 Negro STYLOS STTA3G2B  1 AÑO GARANTIA (DIRECTO CON PROVEEDOR) - 
BATCYP210,CyberPower,CyberPower BP48VP2U02 batería para sistema UPS Sealed Lead Acid (VRLA) 12 V 9 Ah
NBKCYP1300,CyberPower,CyberPower PR3000RTXL2U sistema de alimentacion ininterrumpida (UPS) Línea interactiva 2.7 kVA 2700 W 9 salidas AC
DDUDAT1380,Adata,ADATA SD600Q 480 GB Micro-USB B 3.2 Gen 1 (3.1 Gen 1) Azul
DDUDAT1370,Adata,"ADATA HD330 disco duro externo 2 TB 2.5"" Micro-USB B 3.2 Gen 1 (3.1 Gen 1) Azul"
DDUDAT1360,Adata,"ADATA HD330 disco duro externo 2 TB 2.5"" Micro-USB B 3.2 Gen 1 (3.1 Gen 1) Rojo"
COMLEN9890,Lenovo,"Lenovo ThinkPad L14 Intel Core i5 i5-10210U Computadora portátil 35.6 cm (14"") HD 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 6 (802.11ax) Windows 10 Pro Negro"
TLCSTY480,Stylos,Tablet STYLOS TARIS 1+16 Azul  STTA116A  1 AÑO GARANTIA (DIRECTO CON PROVEEDOR) - 
TLCSTY490,Stylos,"Tablet  Stylos STTA116B - 1 GB, Quad Core, 7 pulgadas, 16 GB"
MEMKGN2090,Kingston,Kingston Technology DataTraveler 4000G2 with Management 32GB unidad flash USB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Negro
MOUDAT020,Adata,XPG PRIMER raton Juego Diestro USB tipo A Óptico 12000 DPI
LENVGO030,Vorago,Vorago KG-200-BL lentes para computadora Unisex
LENVGO040,Vorago,Vorago KG-200-PK lentes para computadora Unisex
BOCVGO1350,Vorago,"Diadema VORAGO HPB-201-LED - Diadema, Negro, Bluetooth"
CARZBR975,Zebra,"Ribbon 05095BK04045 ZEBRA - 110 mm x 450 m, Centro 1 pulgada para Impresoras Tabletop (Industriales), Pieza unitaria"
TECBLR070,Balam Rush,"Teclado Balam Rush Murder - Alámbrico, Negro, Teclas macro programables, Iluminación LED, Retroiluminación de 3 colores, teclas multimedia"
ACCRBT6300,Brobotix,"Lentes BROBOTIX 651756 - Negro/Rojo, Antiradiación"
ACCRBT6310,Brobotix,"Lentes BROBOTIX 651862 - Rosa/Aqua, Antiradiación, Armazón de acetato"
ACCRBT6320,Brobotix,"LENTES ANTIRADIACIÓN - INFANTIL, AZUL/AMARILLO (651749)"
BOCRBT490,Brobotix,AudifoYESs Gamer BROBOTIX 651305 - Negro
BOCRBT500,Brobotix,"Audifonos  BROBOTIX 651497 - Negro, Alámbrico, 1.8 m"
ACCRBT6340,Brobotix,"MousePad Gamer - Planisferio, Iluminado (651329)"
BOCPAN240,Panasonic,"Diadema PANASONIC RH-HF410B - Diadema, Bluetooth"
CAMTCH040,Techzone,"Cámara Web TechZone TZCAMPC02 1080p - USB, Negro"
MALRBT300,Brobotix,"Mochila 15.6 Pulgadas - Kirov, Backpack, Negro, BROBOTIX 651350"
MALRBT310,Brobotix,"Mochila 15.6 Pulgadas - Kirov, Backpack, Azul Marino, BROBOTIX 651343"
CAMITL490,Manhattan,"Cámara Web  MANHATTAN 462006 - 1080p, 30 fps, USB, Negro"
CAMITL500,Manhattan,"Cámara web MANHATTAN 462013 - 720p, 30 fps, USB"
CAMNCB030,Naceb Technology,"Cámara Web Naceb TechYESlogy NA-0947 - Tamaño de captura 640x480/ 800x600, Velocidad de trasmisión: hasta 1920x1080 30fps, rotación hasta 360, micr"
CARBRT3920,Brother,Brother DK-1218 etiqueta de impresora Blanco
ACCBRT340,Brother,Brother DK1219 cinta para impresora de etiquetas DK
SCABRT190,Brother,Brother SDX225 máquina de corte para bricolaje Electronico
SCABRT200,Brother,Brother SDX125 máquina de corte para bricolaje Electronico
TABLNX250,Lanix,"Tableta RX7 7 Pulgadas IPS - QUAD CORE, 1 GB RAM, 16 GB, Android 10, WIFI+BT, Cámara Frontal 2MP + Poster 2MP, Incluye Funda I AÑO DE GARANTIA DIREC"
TABLNX260,Lanix,"Tableta RX8 - Pantalla 8 Pulgadas  IPS, QUAD CORE, 1 GB, 16 GB, Cámara Frontal 2MP + Cámara Posterior 2MP, ANDROID 10, WIFI+BT, Protector Integrado "
SWTCIS3070,CISCO,"Switch CISCO C1000-48P-4X-L - Negro, 48 puertos, Smartnet se vende por separado."
SWTCIS3050,CISCO,"Switch Cisco Catalyst C1000-48P-4G-L 48 puertos Gigabit Ethernet - POE, 4x1G SFP, Smartnet se vende por separado"
SWTCIS3040,CISCO,"Switch Cisco Catalyst C1000-24P-4X-L 24 puertos Gigabit Ethernet - POE, 4 x 10G SFP, Smartnet se vende por separado."
SWTCIS3020,CISCO,"Switch Cisco Catalyst C1000-16FP-2G-L 16 puertos Gigabit Ethernet - Full POE, 2x1G SFP, Smartnet se vende por separado"
SWTCIS3010,CISCO,"Switch Cisco Catalyst C1000-24P-4G-L 24 puertos Gigabit Ethernet - POE, 4x1G SFP, Smartnet se vende por separado."
SWTCIS3000,CISCO,"Switch Cisco Catalyst C1000-48T-4G-L 48 puertos Gigabit Ethernet - 4x1G SFP, Smartnet se vende por separado"
SWTCIS2990,CISCO,"Switch Cisco Catalyst C1000-16P-2G-L 16 puertos Gigabit Ethernet - POE, 2x1G SFP, Smartnet se vende por separado"
SWTCIS2970,CISCO,"Switch Cisco Catalyst C1000-24T-4G-L 24 puertos Gigabit Ethernet - 4x1G SFP, Smartnet se vende por separado."
SWTCIS2920,CISCO,"Switch Cisco Catalyst C1000-8P-2G-L 8 puertos Gigabit Ethernet - POE, 2x1G SFP, Smartnet se vende por separado."
SWTCIS2910,CISCO,"Switch CISCO C1000-8T-2G-L - Plata, 8, Smartnet se vende por separado"
KITYEY030,Yeyian,"YEYIAN KIT DE TECLADO Y MOUSE GAMER PHOENIX SERIE 3000 - 105 TECLAS, RETROILUMINACION LED, USB, MOUSE 6 BOTONES, SENSOR PIXAT - MODELO. YKP-20706"
KITYEY040,Yeyian,"Kit Yeyian Led YKH-20707 HYDRA S2000 - Teclado, Mouse, Headset, Mousepad, "
SILYEY120,Yeyian,"YEYIAN SILLA GAMER RYUJI CAMUFLAJE DESERT - ESTRUCTURA METALICA  150 KGS, COJIN LUMBAR Y CERVICAL, REPOSABRASOS 2D RECLINABLE, MOD. YFRD-042920"
SILYEY130,Yeyian,Yeyian Silla Gamer Ryuji Night Camouflage - Modelo: YFRN-042920 - 
SILYEY150,Yeyian,Silla Gaming Yeyian YFRS-051820 - Gamer
SILYEY140,Yeyian,"SILLA GAMING RYUJI WHITE - POLI/NYL, SOPORTA15 Yeyian YFRW-042920, Gamer"
MOUGET030,Gettech,Mouse WIRELESS GETTTECH GAC-24405R COLORFUL Rojo - 
MOUGET040,Gettech,Mouse WIRELESS GETTTECH GAC-24406B COLORFUL Azul - 
MOUGET050,Gettech,Mouse WIRELESS GETTTECH GAC-24407G COLORFUL Gris - 
MOUGET060,Gettech,MOUSE WIRELESS GETTTECH GAC-24408M COLORFUL MENTA - 
MOUGET070,Gettech,MOUSE WIRELESS GETTTECH GMD-24403 DYSON 1200 DPIS WINDOWS/MAC - 
BOCGET410,Gettech,Earbuds Wireless GETTTECH GAM-29732 MELODY - 
BOCGET420,Gettech,Earbuds Wireless GETTTECH GAS-29733 Symphony - 
DDUSAT1090,Genérico,"Disco Duro  GENERICO HUS724040ALE640 - 4 TB, SATA, 7200 RPM, 3.5 pulgadas"
DDUDAT1390,Adata,"ADATA HV300 disco duro externo 1 TB 2.5"" USB 3.2 Gen 1 (3.1 Gen 1) Blanco"
CPUVGO2680,Vorago,"PC de Escritorio VORAGO  NNB3 CI3 7100-END-13 - Intel Core i3, 4 GB, 120 GB SSD"
MEMKGN2290,Kingston,Kingston Technology DataTraveler Kyson unidad flash USB 128 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Plata
MEMKGN2330,Kingston,Kingston Technology DataTraveler Kyson unidad flash USB 32 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Plata
MEMKGN2340,Kingston,Kingston Technology DataTraveler Kyson unidad flash USB 64 GB USB tipo A 3.2 Gen 1 (3.1 Gen 1) Plata
MEMKGN2320,Kingston,"Kingston Technology DataTraveler 80 unidad flash USB 128 GB USB Tipo C 3.2 Gen 1 (3.1 Gen 1) Negro, Plata"
MEMKGN2300,Kingston,"Kingston Technology DataTraveler 80 unidad flash USB 32 GB USB Tipo C 3.2 Gen 1 (3.1 Gen 1) Negro, Plata"
MEMKGN2310,Kingston,"Kingston Technology DataTraveler 80 unidad flash USB 64 GB USB Tipo C 3.2 Gen 1 (3.1 Gen 1) Negro, Plata"
ACCAPC080,APC,"Gabinete APC APC - Negro, 125, 09 kg"
ACCCDP130,CDP,"Kit de Rieles CDP - Plata, Rack y Torre"
ACCHHP040,Honeywell,"Cable de Datos HONEYWELL - Negro, USB"
ACCHHP060,Honeywell,"Base para lectores HONEYWELL  MS7820 - Honeywell, Negro"
ACCHHP240,Honeywell,Honeywell RS232 - 
ACCHHP250,Honeywell,"Cable de datos HONEYWELL - 3, 6 m, RS-232, Negro, Macho/hembra"
ACCITL080,Manhattan,"Convertidor de USB a Serial MANHATTAN - RS-232, USB A, Macho/Macho, Gris, 0, 45 m"
ACCITL090,Manhattan,336581 Convertidor USB macho a DB25 Hembra; 1.8m - 
ACCITL1065,Manhattan,410632 Aire Comprimido bote de 8 oz; Remueve de manera segura el polvo y la suciedad de equipo electrónico delicado sin dejar rayaduras. - 
ACCITL1165,Manhattan,"Convertidor de USB a Serial MANHATTAN 205153 - 0, 45 m, Transparente, RS-232, USB 2.0 A, Macho/Macho"
ACCITL1185,Manhattan,"Convertidor USB a Serial - RS232 - DB9 MANHATTAN - USB 2.0, RS-232, Macho/Macho, Negro"
ACCITL1430,Manhattan,"Batería MANHATTAN 432528 - Plata, Batería, Universal"
ACCITL1450,Manhattan,"Kit de herramientas MANHATTAN 400077 - Vinilo, Negro, No, Negro"
ACCITL1465,Manhattan,"Candado de Seguridad MANHATTAN 440240 - Negro, Candado, Universal"
ACCITL1500,Manhattan,160599 Hub de Bolsillo USB de Alta Velocidad 2.0. SIN FUENTE - 
ACCITL1540,Manhattan,"Hub USB MANHATTAN 160605 - USB 2.0/1.1, Negro, 4 puertos"
ACCITL1545,Manhattan,179195 Adaptador USB de Alta Velocidad 2.0 a SATA/ IDE - 
ACCITL1555,Manhattan,"Extensor HDMI MANHATTAN 177269 - Plata, HDMI"
ACCITL1795,Manhattan,Adaptador Mini Displayport a HDMI MANHATTAN - Color Blanco
ACCITL1840,Manhattan,"Mouse Pad MANHATTAN 422871 - Gris, 22, 5 cm"
ACCITL1895,Manhattan,"Paños Limpiadores - Toallas MANHATTAN KX-T30865X - Paños húmedos, Superficies"
ACCITL2020,Manhattan,"Adaptador de Corriente MANHATTAN 100854 - Negro, Adaptador de corriente, Universal"
ACCITL215,Manhattan,"Splitter MANHATTAN 207348 - Negro, VGA"
ACCITL2160,Manhattan,"Adaptador mini displayport a VGA MANHATTAN 322508 - Color blanco, VGA, Macho/hembra"
ACCITL2250,Manhattan,"421010 Mini Equipo de Limpieza para LCD - Libre de alcohol, Inlcuye solución de limpieza, brocha y paño de microfibra."
ACCITL2360,Manhattan,"421027 Equipo para Limpieza de Pantallas LCD - incluye solución de limpieza, brocha y paño de microfibra."
ACCITL2440,Manhattan,"Gabinete para Disco Duro MANHATTAN NORTH021-BKL - SATA, 2.5 pulgadas, Negro"
ACCITL270,Manhattan,530071 Kit de Herramientas para computo; Ideal para todo tipo de rutinas de mantenimiento de equipo de cómputo - actualziaciones y reparaciones en gen
ACCITL2900,Manhattan,"161572 HUB USB de Alta Velocidad de escritorio - 10 puertos, que proveen energía"
ACCITL300,Manhattan,"Mouse Pad MANHATTAN 423533 - Negro, Espuma"
ACCITL440,Manhattan,"Adaptador VGA - Cambiador de Genero MANHATTAN - VGA (D-Sub), VGA (D-Sub), Hembra/hembra"
ACCITL480,Manhattan,"Cable USB MANHATTAN - 0, 5 m, USB A, Micro-USB B, Macho/hembra"
ACCITL595,Manhattan,161039 Hub USB de Alta Velocidad 2.0 de 7 puertos V2.0; Cable integrado al hub y posilidad de enrollarse que permite conexiones fáciles. - 
ACCITL770,Manhattan,530217 Juego de herramientas para computadora - 145 piezas
ACCITL810,Manhattan,"Adaptador DVI a VGA MANHATTAN - DVI-I, HD15 FM, Macho/hembra, Gris"
ACCITL920,Manhattan,"Cable HDMI a DVI  MANHATTAN - HDMI, DVI-D, Macho/Macho, Negro"
ACCMTR010,Honeywell,"Base para Lectores HONEYWELL XENON 1900G - Xenon, Gris, Metal"
ACCPVS010,Provision-ISR,"Brazo para housing PROVISION-ISR PI-PR-B01 - 470 g, Color blanco, Aluminio"
ACCSYM150,Zebra,BATERIA EXTRA LS4278  ZEBRA LS4278 - 
ACCTCH140,Techzone,"Candado de combinación TechZone Tipo T-Bar - 1.8 m de longitud/4mm, acero inoxidable recubierto en vinilo. Empaque retail, 1 año de garantía."
ACCTCH150,Techzone,"Candado de Seguridad TECHZONE TZCKL01 - Negro, 1.8 m"
ACCTCH310,Techzone,"Maletín Essential TechZone - de 15.6 pulgadas con marco protector, confeccionado en nylon de alta resistencia, garantía limitada de por vida."
ACCTCH850,Techzone,"Presentador Láser TechZone TZPL02 Negro - USB, RF inalámbrico, 10 M de Alcance"
ACCTRL180,Tripp-Lite,"Tripp Lite P753-006 Juego de cables para PS/2 (3 en 1) para el KVM B007-008, 1.83 m [6 pies]"
ACCTRL280,Tripp-Lite,"Tripp Lite U222-007-R Hub de 7 Puertos USB 2.0, Torre"
ACCTRL390,Tripp-Lite,Switch KVM TRIPP-LITE - Negro
ACCTRL560,Tripp-Lite,"Gabinete TRIPP-LITE SR42UB - Independiente, 42, Negro, 1361 kg, 199, 4 cm"
ACCTRL570,Tripp-Lite,"Ventilador TRIPP-LITE SRFANROOF - Negro, 9, 98 kg, 55, 6 cm"
ACCTRL580,Tripp-Lite,"Organizador TRIPP-LITE SRCABLEDUCTVRT - Negro, 1, 81 kg, 10, 3 cm"
ACCZBR020,Zebra,ZEBRA Tarjetas de PVC PAQ/500 - 
ACCZBR210,Zebra,ZEBRA KIT LIMPIEZA ZEBRA P110I - P120I 105912G-912
BOCITL020,Manhattan,175517 Audífonos Estéreo - Micrófono con extensión metálica flexible y Diadema de acero inoxidable.
BOCITL060,Manhattan,175555 Audífonos Estéreo Clásicos - Micrófono con extensión metálica flexible para el micrófono y control de volumen
BOCITL070,Manhattan,"164429 Diadema ajustable con micrófono y control de volumen - Cable 1.8 m, garantia de 3 años."
CABITL010,Manhattan,"Cable USB a Mini USB MANHATTAN - 1, 8 m, USB A, Mini-USB B, Macho/Macho, Transparente"
CABITL015,Manhattan,"Cable de corriente MANHATTAN - 0, 2 m, Multi"
CABITL020,Manhattan,"Cable USB tipo B MANHATTAN - 1, 8 m, USB A, USB B"
